Player Name,Team,Role,Total Kills,Total Assists,Total Damage Dealt,Total Damage Taken,Total Amount Healed,Total Games,Avg Kills,Avg Assists,Avg Damage Dealt,Avg Damage Taken,Avg Amount Healed
"Zodd","V3RTEX","Unassigned","7","192","403873","5461231","442110","8","0.88","24.00","50484","682654","55264"
"McJulian","Lunarch","Unassigned","7","458","644837","3046359","703877","7","1.00","65.43","92120","435194","100554"
"Rayzel","Lunarch","Unassigned","7","333","590454","8966973","636209","11","0.64","30.27","53678","815179","57837"
"hermis","Nova","Unassigned","7","305","359009","1269091","203672","7","1.00","43.57","51287","181299","29096"
"IShin","SOVEREIGN","Unassigned","7","560","525141","3777656","5091280","6","1.17","93.33","87524","629609","848547"
"Espritv","Nova","Unassigned","7","812","535070","3985002","10947716","7","1.00","116.00","76439","569286","1563959"
"Dzentelmen","SOVEREIGN","Unassigned","7","356","454635","2849566","577814","8","0.88","44.50","56829","356196","72227"
"Vienils","AVENGERS","Unassigned","7","86","789161","5601613","276301","5","1.40","17.20","157832","1120323","55260"
"SkewoG1","Orca","Unassigned","7","147","815659","2863195","207185","4","1.75","36.75","203915","715799","51796"
"TBEPDbli","AVENGERS","Unassigned","7","396","433715","5647908","12131683","7","1.00","56.57","61959","806844","1733098"
"Infarion","AVENGERS","Unassigned","7","102","789085","5028499","272498","5","1.40","20.40","157817","1005700","54500"
"PockeyBussy","Omen","Unassigned","7","656","665738","3994676","9313091","10","0.70","65.60","66574","399468","931309"
"smiteEnjoyer","Omen","Unassigned","7","653","706135","7813971","13843184","10","0.70","65.30","70614","781397","1384318"
"Shyy","NIGHTSHIFT","Unassigned","7","765","323791","2254820","5095650","8","0.88","95.63","40474","281853","636956"
"Caelifer","NIGHTSHIFT","Unassigned","7","153","558807","4028557","250252","5","1.40","30.60","111761","805711","50050"
"Jurks","Royal Legion","Unassigned","7","53","842105","1133647","64822","1","7.00","53.00","842105","1133647","64822"
"Auronbabe","Divided","Unassigned","6","67","462570","911233","105060","1","6.00","67.00","462570","911233","105060"
"Torkult","FAKER-FAMILY","Unassigned","6","20","811341","1285357","9574","1","6.00","20.00","811341","1285357","9574"
"Simoun","Divided","Unassigned","6","1018","953879","3625109","510237","10","0.60","101.80","95388","362511","51024"
"KHANN","FAKER-FAMILY","Unassigned","6","69","787020","3913599","439705","3","2.00","23.00","262340","1304533","146568"
"Mag1vc","Divided","Unassigned","6","609","661535","1445088","2244338","5","1.20","121.80","132307","289018","448868"
"KaayaChan","INFISM","Unassigned","6","431","1038951","6040841","17828377","7","0.86","61.57","148422","862977","2546911"
"Grazynkaa","INFISM","Unassigned","6","460","763405","3824046","9110497","7","0.86","65.71","109058","546292","1301500"
"ZillyFR","JustCrits","Unassigned","6","154","1001285","4817628","209391","7","0.86","22.00","143041","688233","29913"
"Sir","V3RTEX","Unassigned","6","27","484228","3501733","98351","2","3.00","13.50","242114","1750867","49176"
"Vylkatis","Lunarch","Unassigned","6","100","543565","6778677","203747","7","0.86","14.29","77652","968382","29107"
"Teaost","Lunarch","Unassigned","6","221","420397","4673943","544979","8","0.75","27.63","52550","584243","68122"
"Dzidos","Royal Legion","Unassigned","6","45","434381","6295194","18021407","6","1.00","7.50","72397","1049199","3003568"
"Upawnn","Mythros","Unassigned","6","729","406846","4098295","4792878","12","0.50","60.75","33904","341525","399407"
"pajlot","Royal Legion","Unassigned","6","102","702500","7291021","1343034","8","0.75","12.75","87813","911378","167879"
"Muse","Mythros","Unassigned","6","142","888803","4246180","308731","5","1.20","28.40","177761","849236","61746"
"Tekkis","Nova","Unassigned","6","568","551212","3306299","7517435","7","0.86","81.14","78745","472328","1073919"
"HeavyEva","Orca","Unassigned","6","163","508157","1923844","230844","4","1.50","40.75","127039","480961","57711"
"Mant1s","AVENGERS","Unassigned","6","207","705143","6952640","388533","7","0.86","29.57","100735","993234","55505"
"mesira","AVENGERS","Unassigned","6","454","403098","4623381","14193736","7","0.86","64.86","57585","660483","2027677"
"Chordagoth","Omen","Unassigned","6","204","1056175","5613635","531831","10","0.60","20.40","105618","561364","53183"
"Mysterii","NIGHTSHIFT","Unassigned","6","465","413420","4682258","9693513","8","0.75","58.13","51678","585282","1211689"
"Shyriuke","Divided","Unassigned","6","83","306659","4329360","323533","5","1.20","16.60","61332","865872","64707"
"Querehsha","Mythros","Unassigned","6","428","331991","3958057","3934954","7","0.86","61.14","47427","565437","562136"
"SoulKeeperx","Mythros","Unassigned","6","221","679273","6100493","818079","6","1.00","36.83","113212","1016749","136347"
"BIGXI","NIGHTSHIFT","Unassigned","6","28","819479","2101241","34121","2","3.00","14.00","409740","1050621","17061"
"ThaYalmowju","Divided","Unassigned","5","170","720463","4970560","364988","5","1.00","34.00","144093","994112","72998"
"Irdil","FAKER-FAMILY","Unassigned","5","90","498282","3850911","149172","3","1.67","30.00","166094","1283637","49724"
"Rowan9","INFISM","Unassigned","5","288","360213","2882964","6006894","5","1.00","57.60","72043","576593","1201379"
"FoXeDoO","INFISM","Unassigned","5","224","1095372","2778679","428523","6","0.83","37.33","182562","463113","71421"
"PocketYuumi","JustCrits","Unassigned","5","493","521761","2451737","7792723","6","0.83","82.17","86960","408623","1298787"
"XenaMorningstar","JustCrits","Unassigned","5","532","478702","1488748","2267613","6","0.83","88.67","79784","248125","377936"
"iLegionary","JustCrits","Unassigned","5","620","316415","1819145","3099327","6","0.83","103.33","52736","303191","516555"
"Dunkhell","JustCrits","Unassigned","5","446","716065","820034","643543","5","1.00","89.20","143213","164007","128709"
"Exabus","JustCrits","Unassigned","5","877","245925","799037","964622","7","0.71","125.29","35132","114148","137803"
"Cirilz","JustCrits","Unassigned","5","229","783049","2859236","505410","8","0.63","28.63","97881","357405","63176"
"Reeiki","V3RTEX","Unassigned","5","37","305166","2401670","1527039","2","2.50","18.50","152583","1200835","763520"
"Arija","SORROW","Unassigned","5","118","670115","7248294","747818","5","1.00","23.60","134023","1449659","149564"
"Synelli","Lunarch","Unassigned","5","920","843370","5994038","5316158","11","0.45","83.64","76670","544913","483287"
"LeonnR1","Lunarch","Unassigned","5","349","445548","3196137","8790891","5","1.00","69.80","89110","639227","1758178"
"MatysMietek","Royal Legion","Unassigned","5","155","613526","10746036","689868","8","0.63","19.38","76691","1343255","86234"
"zmib","Nova","Unassigned","5","669","755305","1534311","4076114","7","0.71","95.57","107901","219187","582302"
"Ottyo","Nova","Unassigned","5","913","537633","1414626","4613906","7","0.71","130.43","76805","202089","659129"
"hefe","SOVEREIGN","Unassigned","5","752","498301","3425953","4006880","8","0.63","94.00","62288","428244","500860"
"EnviTankadin","Orca","Unassigned","5","70","607519","1465469","131533","2","2.50","35.00","303760","732735","65767"
"Trinity","Orca","Unassigned","5","76","92891","1847896","3602","3","1.67","25.33","30964","615965","1201"
"Jestkiy","AVENGERS","Unassigned","5","154","357312","5696480","1673959","6","0.83","25.67","59552","949413","278993"
"NoWayl","Omen","Unassigned","5","423","467747","7629675","651320","10","0.50","42.30","46775","762968","65132"
"IDivinus","Omen","Unassigned","5","497","560080","3147649","8346567","9","0.56","55.22","62231","349739","927396"
"Cimo","NIGHTSHIFT","Unassigned","5","391","624951","4177082","205008","7","0.71","55.86","89279","596726","29287"
"JLHMY","NIGHTSHIFT","Unassigned","5","721","657854","3536468","3804785","8","0.63","90.13","82232","442059","475598"
"Bjoernfall","NIGHTSHIFT","Unassigned","5","142","393602","2674269","471716","8","0.63","17.75","49200","334284","58965"
"MARLBORO","Mythros","Unassigned","5","87","1002522","4586456","498261","3","1.67","29.00","334174","1528819","166087"
"Pihagi","Divided","Unassigned","5","270","522952","3028921","233388","5","1.00","54.00","104590","605784","46678"
"Lutreas","JustCrits","Unassigned","5","51","197935","657421","4254","1","5.00","51.00","197935","657421","4254"
"xTricky","Lunarch","Unassigned","5","221","595903","1697534","227738","4","1.25","55.25","148976","424384","56935"
"DanteBrawneys","FAKER-FAMILY","Unassigned","4","11","187530","870082","28316","1","4.00","11.00","187530","870082","28316"
"Yarukami","Divided","Unassigned","4","762","296480","3881569","7331155","8","0.50","95.25","37060","485196","916394"
"Ahatinka","Divided","Unassigned","4","325","239369","2317044","3555619","5","0.80","65.00","47874","463409","711124"
"SirClaude","Divided","Unassigned","4","302","327011","5657771","8241242","8","0.50","37.75","40876","707221","1030155"
"Lowphas","DYNASTY","Unassigned","4","67","485186","2961779","408522","3","1.33","22.33","161729","987260","136174"
"Chulad","INFISM","Unassigned","4","155","447445","6143393","292139","7","0.57","22.14","63921","877628","41734"
"Gelcik","DYNASTY","Unassigned","4","172","489454","5404785","3721264","4","1.00","43.00","122364","1351196","930316"
"NEPS","INFISM","Unassigned","4","163","511619","5342194","270946","7","0.57","23.29","73088","763171","38707"
"Shewaa","DYNASTY","Unassigned","4","104","228735","4812801","703416","5","0.80","20.80","45747","962560","140683"
"MajorMace","INFISM","Unassigned","4","629","309304","4027648","14908048","7","0.57","89.86","44186","575378","2129721"
"Malybu","JustCrits","Unassigned","4","301","489308","1600714","377368","6","0.67","50.17","81551","266786","62895"
"Keiranama","JustCrits","Unassigned","4","647","327780","782785","1377101","7","0.57","92.43","46826","111826","196729"
"bia","JustCrits","Unassigned","4","452","302666","1127724","2232573","5","0.80","90.40","60533","225545","446515"
"NateDOG","JustCrits","Unassigned","4","174","816741","2060000","137684","7","0.57","24.86","116677","294286","19669"
"BroodjeSpek","JustCrits","Unassigned","4","324","437224","3310943","179910","7","0.57","46.29","62461","472992","25701"
"N4ZGUL","V3RTEX","Unassigned","4","27","507442","3198383","109732","2","2.00","13.50","253721","1599192","54866"
"xTerminatorx","V3RTEX","Unassigned","4","352","232946","10440257","23097018","8","0.50","44.00","29118","1305032","2887127"
"Recep","SORROW","Unassigned","4","160","786922","5705686","659606","5","0.80","32.00","157384","1141137","131921"
"GreenBug","Lunarch","Unassigned","4","817","450869","4582433","2171334","11","0.36","74.27","40988","416585","197394"
"JanKINGs","Lunarch","Unassigned","4","273","492471","8960517","545832","10","0.40","27.30","49247","896052","54583"
"DeathkilleyO25","SORROW","Unassigned","4","94","900434","7697965","585002","5","0.80","18.80","180087","1539593","117000"
"Estrella","Lunarch","Unassigned","4","783","658407","7898106","23025175","11","0.36","71.18","59855","718010","2093198"
"Lightstory","Lunarch","Unassigned","4","158","652848","7040203","521913","11","0.36","14.36","59350","640018","47447"
"Loucianne","Lunarch","Unassigned","4","440","177561","8702733","13174112","8","0.50","55.00","22195","1087842","1646764"
"Bitowy","Royal Legion","Unassigned","4","379","352225","8629902","12869740","8","0.50","47.38","44028","1078738","1608718"
"meribo","Royal Legion","Unassigned","4","55","322295","4475155","729472","5","0.80","11.00","64459","895031","145894"
"Lenoob","Royal Legion","Unassigned","4","407","612774","8218450","18534256","8","0.50","50.88","76597","1027306","2316782"
"Vise7","Mythros","Unassigned","4","223","822809","4874347","671160","7","0.57","31.86","117544","696335","95880"
"JoBer21","Mythros","Unassigned","4","121","310195","4352493","319860","6","0.67","20.17","51699","725416","53310"
"Doombane","Royal Legion","Unassigned","4","100","977589","7378190","813220","6","0.67","16.67","162932","1229698","135537"
"Thyrja","Mythros","Unassigned","4","207","701822","4894115","655465","8","0.50","25.88","87728","611764","81933"
"Hiqaru","Mythros","Unassigned","4","459","381106","9243845","18985979","11","0.36","41.73","34646","840350","1725998"
"PatoAE","Mythros","Unassigned","4","436","414514","2716186","4727896","10","0.40","43.60","41451","271619","472790"
"Willoway","Nova","Unassigned","4","523","498378","2072766","4010323","7","0.57","74.71","71197","296109","572903"
"KissKiss","SOVEREIGN","Unassigned","4","707","409064","5646609","13126708","8","0.50","88.38","51133","705826","1640839"
"Lekoo","SOVEREIGN","Unassigned","4","483","530858","3764230","13813482","6","0.67","80.50","88476","627372","2302247"
"HertugN","SOVEREIGN","Unassigned","4","717","537136","4889085","8315732","8","0.50","89.63","67142","611136","1039467"
"OkuDar","SOVEREIGN","Unassigned","4","467","322370","6371210","19026621","8","0.50","58.38","40296","796401","2378328"
"Ramos","Nova","Unassigned","4","190","421154","2387653","103054","7","0.57","27.14","60165","341093","14722"
"Tyroian","SOVEREIGN","Unassigned","4","172","484803","3469310","5653349","6","0.67","28.67","80801","578218","942225"
"Pesto","Nova","Unassigned","4","120","418406","3293657","144239","7","0.57","17.14","59772","470522","20606"
"poW","Orca","Unassigned","4","443","295757","1938025","4325075","4","1.00","110.75","73939","484506","1081269"
"Babavoz","AVENGERS","Unassigned","4","72","648196","3575727","353413","3","1.33","24.00","216065","1191909","117804"
"Amorakami","AVENGERS","Unassigned","4","385","417581","4042304","8164151","6","0.67","64.17","69597","673717","1360692"
"DTML","AVENGERS","Unassigned","4","92","424895","4385900","195497","6","0.67","15.33","70816","730983","32583"
"Kfun","Divided","Unassigned","4","1164","630858","3652771","7198247","9","0.44","129.33","70095","405863","799805"
"Izanami09","Omen","Unassigned","4","552","421160","3624480","7308715","8","0.50","69.00","52645","453060","913589"
"Kilissoka","Omen","Unassigned","4","293","359256","1428060","4762341","4","1.00","73.25","89814","357015","1190585"
"Untamed","NIGHTSHIFT","Unassigned","4","148","356478","1826236","113647","7","0.57","21.14","50925","260891","16235"
"BallMerchant","NIGHTSHIFT","Unassigned","4","615","655090","2314703","237003","8","0.50","76.88","81886","289338","29625"
"xxxDjradek2xxx","NIGHTSHIFT","Unassigned","4","610","312755","3458877","12665131","8","0.50","76.25","39094","432360","1583141"
"Kaitomadafaka","NIGHTSHIFT","Unassigned","4","672","418176","2636123","974719","8","0.50","84.00","52272","329515","121840"
"Mork","NIGHTSHIFT","Unassigned","4","111","253205","6128404","12223844","7","0.57","15.86","36172","875486","1746263"
"IvarRagnarson","INFISM","Unassigned","4","61","311117","5937017","434150","4","1.00","15.25","77779","1484254","108538"
"Serenity","Mythros","Unassigned","4","183","788191","5770961","1699508","6","0.67","30.50","131365","961827","283251"
"DedMedoed","FAKER-FAMILY","Unassigned","4","29","184232","1636756","135088","2","2.00","14.50","92116","818378","67544"
"Hackening","SOVEREIGN","Unassigned","4","568","279600","3183204","4120617","6","0.67","94.67","46600","530534","686770"
"iPoDDy","Nova","Unassigned","4","280","236749","2238728","95878","5","0.80","56.00","47350","447746","19176"
"Mammajiggy","Mythros","Unassigned","4","20","510488","2516825","3174","1","4.00","20.00","510488","2516825","3174"
"Kiiiissoka","Omen","Unassigned","4","294","401690","2175122","6184586","4","1.00","73.50","100423","543781","1546147"
"JacksonDEM","FAKER-FAMILY","Unassigned","3","48","385560","4265660","242463","3","1.00","16.00","128520","1421887","80821"
"Cosette","Divided","Unassigned","3","797","433617","3257792","6133928","8","0.38","99.63","54202","407224","766741"
"xBojack","Divided","Unassigned","3","734","700458","5361709","12995801","9","0.33","81.56","77829","595745","1443978"
"JustEnemy","FAKER-FAMILY","Unassigned","3","18","462207","1121297","42547","1","3.00","18.00","462207","1121297","42547"
"Vlnz","Divided","Unassigned","3","733","525126","4705075","8708145","8","0.38","91.63","65641","588134","1088518"
"Squirtoslav","FAKER-FAMILY","Unassigned","3","127","529586","3801899","9804790","3","1.00","42.33","176529","1267300","3268263"
"Saykuri","INFISM","Unassigned","3","475","414256","3167231","6485816","7","0.43","67.86","59179","452462","926545"
"Sayalana","INFISM","Unassigned","3","340","534465","1582456","3924162","5","0.60","68.00","106893","316491","784832"
"Nexxarya","DYNASTY","Unassigned","3","30","577301","4121597","320193","3","1.00","10.00","192434","1373866","106731"
"lucixo","INFISM","Unassigned","3","433","412205","3108005","8675381","5","0.60","86.60","82441","621601","1735076"
"Andaryn","INFISM","Unassigned","3","210","394792","3343556","286351","4","0.75","52.50","98698","835889","71588"
"Xaiido","DYNASTY","Unassigned","3","35","942135","2955194","279022","3","1.00","11.67","314045","985065","93007"
"F1N4LFL45H","DYNASTY","Unassigned","3","31","742180","2200717","149043","1","3.00","31.00","742180","2200717","149043"
"StepTank","JustCrits","Unassigned","3","150","340420","2063220","271464","6","0.50","25.00","56737","343870","45244"
"SourFlour","JustCrits","Unassigned","3","326","264609","1438234","4462376","5","0.60","65.20","52922","287647","892475"
"Nyxareth","JustCrits","Unassigned","3","552","424212","1528010","743275","7","0.43","78.86","60602","218287","106182"
"Skyrend","JustCrits","Unassigned","3","606","142457","1635977","3905678","6","0.50","101.00","23743","272663","650946"
"KaizenSensei","JustCrits","Unassigned","3","228","296685","1277721","215889","6","0.50","38.00","49448","212954","35982"
"Xirin","Lunarch","Unassigned","3","477","493426","9670368","16072049","10","0.30","47.70","49343","967037","1607205"
"Langerflulatsch","SORROW","Unassigned","3","136","283258","4380537","8182760","4","0.75","34.00","70815","1095134","2045690"
"Emsas","SORROW","Unassigned","3","321","209106","3335025","6004604","5","0.60","64.20","41821","667005","1200921"
"insertbrainhere","Lunarch","Unassigned","3","432","610488","7188676","20494967","10","0.30","43.20","61049","718868","2049497"
"Schinobu","SORROW","Unassigned","3","234","370877","3533660","4157769","5","0.60","46.80","74175","706732","831554"
"Tabichu","Lunarch","Unassigned","3","770","256026","6943732","10041167","11","0.27","70.00","23275","631248","912833"
"Mongreal","SORROW","Unassigned","3","64","172089","9006698","385087","5","0.60","12.80","34418","1801340","77017"
"PonDuty","Lunarch","Unassigned","3","970","1017079","4793839","5502377","11","0.27","88.18","92462","435804","500216"
"Mythrilia","Mythros","Unassigned","3","527","410744","12557700","18521598","12","0.25","43.92","34229","1046475","1543467"
"Luthienka","Royal Legion","Unassigned","3","218","206846","5236958","7533719","8","0.38","27.25","25856","654620","941715"
"Muraji","Mythros","Unassigned","3","868","831867","3610816","3746218","12","0.25","72.33","69322","300901","312185"
"Clik","Royal Legion","Unassigned","3","200","142207","1234850","4904013","3","1.00","66.67","47402","411617","1634671"
"FakeEvil","Mythros","Unassigned","3","142","347034","8597198","572842","12","0.25","11.83","28920","716433","47737"
"ShooyA","Royal Legion","Unassigned","3","518","279268","2105081","4948951","5","0.60","103.60","55854","421016","989790"
"Vunstock","Mythros","Unassigned","3","142","443237","7443940","562698","10","0.30","14.20","44324","744394","56270"
"Interka","Royal Legion","Unassigned","3","397","657952","6492601","14751937","8","0.38","49.63","82244","811575","1843992"
"Julingod","Mythros","Unassigned","3","477","1030472","11466385","927429","12","0.25","39.75","85873","955532","77286"
"MrYem","Nova","Unassigned","3","782","459689","1364503","8123400","7","0.43","111.71","65670","194929","1160486"
"Mofitex","Nova","Unassigned","3","605","291107","1124936","2351204","5","0.60","121.00","58221","224987","470241"
"Miinolicious","Nova","Unassigned","3","402","91633","1999917","3911216","5","0.60","80.40","18327","399983","782243"
"Shikki","SOVEREIGN","Unassigned","3","279","464090","1252060","145803","6","0.50","46.50","77348","208677","24301"
"Zanarkand","SOVEREIGN","Unassigned","3","384","247514","3430291","6513234","6","0.50","64.00","41252","571715","1085539"
"Noumie","Nova","Unassigned","3","971","289996","1003027","4853192","7","0.43","138.71","41428","143290","693313"
"Vexx","Nova","Unassigned","3","639","296624","2620223","1937706","7","0.43","91.29","42375","374318","276815"
"Herbiz","SOVEREIGN","Unassigned","3","132","395198","4361379","387140","8","0.38","16.50","49400","545172","48393"
"iPhillip","Orca","Unassigned","3","443","327109","3457036","8138049","4","0.75","110.75","81777","864259","2034512"
"PDF","Orca","Unassigned","3","135","209305","2174773","237101","3","1.00","45.00","69768","724924","79034"
"nya","Orca","Unassigned","3","523","134541","2359694","6155421","4","0.75","130.75","33635","589924","1538855"
"DkFontik","AVENGERS","Unassigned","3","615","409103","3305827","5893577","7","0.43","87.86","58443","472261","841940"
"D1votee","AVENGERS","Unassigned","3","277","212606","8195466","14648952","7","0.43","39.57","30372","1170781","2092707"
"Starchina","AVENGERS","Unassigned","3","205","337521","4103420","640940","7","0.43","29.29","48217","586203","91563"
"Teo909","Divided","Unassigned","3","674","661130","2613016","8822632","9","0.33","74.89","73459","290335","980292"
"Mujaheed","Omen","Unassigned","3","138","678856","2155593","115476","5","0.60","27.60","135771","431119","23095"
"keNttzz","Omen","Unassigned","3","755","365732","5061230","9504019","10","0.30","75.50","36573","506123","950402"
"Navixam","Omen","Unassigned","3","129","349678","3298522","187565","9","0.33","14.33","38853","366502","20841"
"VexOr","Omen","Unassigned","3","141","260691","7090143","294526","9","0.33","15.67","28966","787794","32725"
"Mambina","V3RTEX","Unassigned","3","17","466389","1223782","41975","1","3.00","17.00","466389","1223782","41975"
"Safi","NIGHTSHIFT","Unassigned","3","358","316372","3016096","4977017","5","0.60","71.60","63274","603219","995403"
"Tiriky","NIGHTSHIFT","Unassigned","3","389","237239","4903131","12212016","5","0.60","77.80","47448","980626","2442403"
"Tommy","INFISM","Unassigned","3","213","302383","2493197","4970686","4","0.75","53.25","75596","623299","1242672"
"SethPL","Royal Legion","Unassigned","3","56","324008","2638617","365689","2","1.50","28.00","162004","1319309","182845"
"EddyMe","FAKER-FAMILY","Unassigned","3","14","332364","1129574","54","1","3.00","14.00","332364","1129574","54"
"Hind","INFISM","Unassigned","3","76","393043","2454508","293338","2","1.50","38.00","196522","1227254","146669"
"WeatherReportt","Divided","Unassigned","2","227","217730","3504583","7593365","4","0.50","56.75","54433","876146","1898341"
"HURRICANE","FAKER-FAMILY","Unassigned","2","198","256601","4236047","9383015","3","0.67","66.00","85534","1412016","3127672"
"Freeeeeman","Divided","Unassigned","2","1021","380285","5064924","7806044","10","0.20","102.10","38029","506492","780604"
"Albanic","Divided","Unassigned","2","427","210880","2134226","5069037","5","0.40","85.40","42176","426845","1013807"
"Wollify","Divided","Unassigned","2","500","382947","4500880","6715972","10","0.20","50.00","38295","450088","671597"
"Vidarrus","FAKER-FAMILY","Unassigned","2","67","404024","2829576","373681","3","0.67","22.33","134675","943192","124560"
"Ebonhold","Divided","Unassigned","2","422","327956","2428959","2820486","5","0.40","84.40","65591","485792","564097"
"Zabiibi","Divided","Unassigned","2","80","203664","4122931","294620","5","0.40","16.00","40733","824586","58924"
"Apad","DYNASTY","Unassigned","2","22","214983","3445128","450292","3","0.67","7.33","71661","1148376","150097"
"KanadeTachi","INFISM","Unassigned","2","541","222626","2226744","5546301","7","0.29","77.29","31804","318106","792329"
"M4rd3l","DYNASTY","Unassigned","2","104","202418","4195336","9317531","3","0.67","34.67","67473","1398445","3105844"
"Phoboss","DYNASTY","Unassigned","2","115","220123","1695059","415371","3","0.67","38.33","73374","565020","138457"
"Myuka","JustCrits","Unassigned","2","644","357762","1517768","2452608","7","0.29","92.00","51109","216824","350373"
"Kharognar","JustCrits","Unassigned","2","705","219821","3949479","9539615","7","0.29","100.71","31403","564211","1362802"
"Meilow","JustCrits","Unassigned","2","423","482466","950425","1124062","5","0.40","84.60","96493","190085","224812"
"AsianIAlfa","V3RTEX","Unassigned","2","49","291002","2955693","237189","3","0.67","16.33","97001","985231","79063"
"Narha","V3RTEX","Unassigned","2","136","342096","9564151","424394","7","0.29","19.43","48871","1366307","60628"
"Seirent","SORROW","Unassigned","2","522","697231","8194329","14236663","8","0.25","65.25","87154","1024291","1779583"
"Enzi","Lunarch","Unassigned","2","821","149212","5927751","14773132","11","0.18","74.64","13565","538886","1343012"
"Onisama","Lunarch","Unassigned","2","279","247782","4886020","8923312","5","0.40","55.80","49556","977204","1784662"
"Keniii","Royal Legion","Unassigned","2","339","584326","4446247","5065280","7","0.29","48.43","83475","635178","723611"
"xKar","Mythros","Unassigned","2","400","454278","5820383","20998216","8","0.25","50.00","56785","727548","2624777"
"Ppha","Mythros","Unassigned","2","161","453189","6618238","769405","7","0.29","23.00","64741","945463","109915"
"Leggo","Royal Legion","Unassigned","2","384","482317","4301767","7165613","8","0.25","48.00","60290","537721","895702"
"Grimmjow","Mythros","Unassigned","2","458","83579","8058362","13584332","10","0.20","45.80","8358","805836","1358433"
"NiHoooYa","Royal Legion","Unassigned","2","242","461521","5351311","9965504","5","0.40","48.40","92304","1070262","1993101"
"Troump","Mythros","Unassigned","2","983","286776","7929736","18031211","12","0.17","81.92","23898","660811","1502601"
"Kamizuri","Royal Legion","Unassigned","2","138","439409","5472751","1746515","8","0.25","17.25","54926","684094","218314"
"Juanin","Mythros","Unassigned","2","694","201102","5323137","6562254","12","0.17","57.83","16759","443595","546855"
"AsunaMatata","Mythros","Unassigned","2","441","221990","11349456","21002428","12","0.17","36.75","18499","945788","1750202"
"Zlo","Royal Legion","Unassigned","2","479","198323","4261310","6295415","8","0.25","59.88","24790","532664","786927"
"Darajawahusz","Royal Legion","Unassigned","2","279","451995","8302326","8014278","8","0.25","34.88","56499","1037791","1001785"
"ExDee","Mythros","Unassigned","2","412","568633","5652179","739181","10","0.20","41.20","56863","565218","73918"
"Nenaty","Nova","Unassigned","2","328","463545","2248533","8148006","7","0.29","46.86","66221","321219","1164001"
"Timeless","Nova","Unassigned","2","463","373089","3727271","7916015","7","0.29","66.14","53298","532467","1130859"
"XKoel","SOVEREIGN","Unassigned","2","642","189854","1742725","2880092","6","0.33","107.00","31642","290454","480015"
"Hemijs","Nova","Unassigned","2","495","266261","2704260","5835932","7","0.29","70.71","38037","386323","833705"
"BeastMama","SOVEREIGN","Unassigned","2","129","204811","2876070","5822033","3","0.67","43.00","68270","958690","1940678"
"Shurza","SOVEREIGN","Unassigned","2","585","419489","2744743","4564227","8","0.25","73.13","52436","343093","570528"
"PeRRaKo","SOVEREIGN","Unassigned","2","80","170173","2759597","221692","3","0.67","26.67","56724","919866","73897"
"bLackmaN","SOVEREIGN","Unassigned","2","351","283891","3603879","10028014","6","0.33","58.50","47315","600647","1671336"
"Complx","Nova","Unassigned","2","168","399935","2181207","180644","5","0.40","33.60","79987","436241","36129"
"Yirsa","Nova","Unassigned","2","139","242770","3145895","230553","7","0.29","19.86","34681","449414","32936"
"Mowlag","Orca","Unassigned","2","193","432582","1630183","182464","3","0.67","64.33","144194","543394","60821"
"Manoffate","Orca","Unassigned","2","154","509169","1076522","207704","4","0.50","38.50","127292","269131","51926"
"KFC","Orca","Unassigned","2","546","189810","2330671","5503319","4","0.50","136.50","47453","582668","1375830"
"Bellial","AVENGERS","Unassigned","2","541","577326","3877268","8133560","6","0.33","90.17","96221","646211","1355593"
"NIN","Orca","Unassigned","2","645","401363","1201325","5537771","4","0.50","161.25","100341","300331","1384443"
"Enlightenment","Orca","Unassigned","2","127","292926","3650636","367256","4","0.50","31.75","73232","912659","91814"
"Andraste","AVENGERS","Unassigned","2","302","603507","7896981","22333414","6","0.33","50.33","100585","1316164","3722236"
"VisAbsoluta","SORROW","Unassigned","2","24","128847","2260361","158465","2","1.00","12.00","64424","1130181","79233"
"bomboheal31","Omen","Unassigned","2","788","327300","2389413","9070565","8","0.25","98.50","40913","298677","1133821"
"Ksgr","Omen","Unassigned","2","479","385250","2578207","5244882","7","0.29","68.43","55036","368315","749269"
"Karadise","Omen","Unassigned","2","391","236427","1854875","3848067","5","0.40","78.20","47285","370975","769613"
"vKhaled","Omen","Unassigned","2","788","494515","5014930","11537225","10","0.20","78.80","49452","501493","1153723"
"KiraTuna","NIGHTSHIFT","Unassigned","2","581","321492","2659706","6271202","5","0.40","116.20","64298","531941","1254240"
"Pup","NIGHTSHIFT","Unassigned","2","300","348276","4263770","6674156","5","0.40","60.00","69655","852754","1334831"
"Kata","NIGHTSHIFT","Unassigned","2","686","181705","4131056","5754714","8","0.25","85.75","22713","516382","719339"
"Lougrraou","NIGHTSHIFT","Unassigned","2","427","395922","2387088","3328628","7","0.29","61.00","56560","341013","475518"
"Mei","NIGHTSHIFT","Unassigned","2","336","166395","3429892","7826348","6","0.33","56.00","27733","571649","1304391"
"VIIIXXXVIXII","NIGHTSHIFT","Unassigned","2","577","416329","5621422","8613549","8","0.25","72.13","52041","702678","1076694"
"QevaR","NIGHTSHIFT","Unassigned","2","437","164025","1560853","3013281","5","0.40","87.40","32805","312171","602656"
"FoodDelivery","NIGHTSHIFT","Unassigned","2","57","193117","2027728","89458","3","0.67","19.00","64372","675909","29819"
