Player Name,Team,Role,Total Kills,Total Assists,Total Damage Dealt,Total Damage Taken,Total Amount Healed,Total Games,Avg Kills,Avg Assists,Avg Damage Dealt,Avg Damage Taken,Avg Amount Healed
"seeker","Orca","Unassigned","0","474","210611","1386317","8587170","4","0.00","118.50","52653","346579","2146793"
"Schlolo","Orca","Unassigned","0","110","1960","2706081","4624311","4","0.00","27.50","490","676520","1156078"
"Azuka","Orca","Unassigned","0","260","16136","718075","3306352","3","0.00","86.67","5379","239358","1102117"
"Murrinelle","AVENGERS","Unassigned","0","99","5394","5117579","7946183","4","0.00","24.75","1349","1279395","1986546"
"Astartes","Orca","Unassigned","0","482","46174","1972513","6333383","4","0.00","120.50","11544","493128","1583346"
"Lunaya","Orca","Unassigned","0","382","5846","1066090","3112414","4","0.00","95.50","1462","266523","778104"
"Wassalord","AVENGERS","Unassigned","0","63","83836","2924909","6224635","2","0.00","31.50","41918","1462455","3112318"
"Tphr","Orca","Unassigned","0","341","42067","528107","4314041","4","0.00","85.25","10517","132027","1078510"
"CrazyHealer","AVENGERS","Unassigned","0","118","131560","2168468","4775747","2","0.00","59.00","65780","1084234","2387874"
"Flowki","Orca","Unassigned","0","129","71595","3510318","6803878","4","0.00","32.25","17899","877580","1700970"
"Universal","SORROW","Unassigned","0","119","25447","1522230","2498186","2","0.00","59.50","12724","761115","1249093"
"Exowinargo","SORROW","Unassigned","0","64","150031","3369261","334993","2","0.00","32.00","75016","1684631","167497"
"Nyn","SORROW","Unassigned","0","33","1285","1078397","1723888","1","0.00","33.00","1285","1078397","1723888"
"LinQuicK","Omen","Unassigned","0","15","61262","686993","100506","2","0.00","7.50","30631","343497","50253"
"milli","Omen","Unassigned","0","281","3230","2684907","5232431","5","0.00","56.20","646","536981","1046486"
"Yuuki2302","Omen","Unassigned","0","247","7208","371702","1878570","2","0.00","123.50","3604","185851","939285"
"Rumpelstilskin","V3RTEX","Unassigned","0","29","12382","1291333","1641907","1","0.00","29.00","12382","1291333","1641907"
"MaiaLino","V3RTEX","Unassigned","0","23","130773","2759387","219344","2","0.00","11.50","65387","1379694","109672"
"AslanAlfa","V3RTEX","Unassigned","0","18","92904","1409564","69279","1","0.00","18.00","92904","1409564","69279"
"LIVE","V3RTEX","Unassigned","0","12","19612","746891","28758","1","0.00","12.00","19612","746891","28758"
"ActaTheFool","NIGHTSHIFT","Unassigned","0","113","401205","6070199","227029","7","0.00","16.14","57315","867171","32433"
"Mizu","NIGHTSHIFT","Unassigned","0","401","88970","2610400","5004257","6","0.00","66.83","14828","435067","834043"
"BaaenciagA","NIGHTSHIFT","Unassigned","0","226","88489","659410","1460532","2","0.00","113.00","44245","329705","730266"
"Iceon","Lunarch","Unassigned","0","197","79764","1706063","1998946","3","0.00","65.67","26588","568688","666315"
"Emergenza","FAKER-FAMILY","Unassigned","0","76","46640","1161168","960916","2","0.00","38.00","23320","580584","480458"
"beautiful","FAKER-FAMILY","Unassigned","0","49","14722","1803175","4279590","2","0.00","24.50","7361","901588","2139795"
"Funna","Royal Legion","Unassigned","0","357","115773","3420881","7682412","5","0.00","71.40","23155","684176","1536482"
"LollyDolly","FAKER-FAMILY","Unassigned","0","30","37408","1296729","2517831","1","0.00","30.00","37408","1296729","2517831"
"MeleeEva","Orca","Unassigned","0","68","278","128843","468626","1","0.00","68.00","278","128843","468626"
"illyn","DYNASTY","Unassigned","0","14","8504","897291","1762693","1","0.00","14.00","8504","897291","1762693"
"Sabi","SOVEREIGN","Unassigned","0","48","128391","894834","83486","2","0.00","24.00","64196","447417","41743"
"pisulina","AVENGERS","Unassigned","0","194","126451","3814732","8325351","5","0.00","38.80","25290","762946","1665070"
"Plyuha","AVENGERS","Unassigned","0","69","85646","3820952","6209541","4","0.00","17.25","21412","955238","1552385"
"Belphhe","AVENGERS","Unassigned","0","32","122412","2015191","85057","2","0.00","16.00","61206","1007596","42529"
"dedok","AVENGERS","Unassigned","0","123","147795","1622563","3140153","3","0.00","41.00","49265","540854","1046718"
"Tykity","AVENGERS","Unassigned","0","3","1475","532938","1006911","1","0.00","3.00","1475","532938","1006911"
"Plushark","AVENGERS","Unassigned","0","79","24875","2251280","2252105","3","0.00","26.33","8292","750427","750702"
"TheEagle","AVENGERS","Unassigned","0","218","7085","883439","1085474","3","0.00","72.67","2362","294480","361825"
"Aphrodisiaque","NIGHTSHIFT","Unassigned","0","411","237463","2650019","7775986","6","0.00","68.50","39577","441670","1295998"
"violet","NIGHTSHIFT","Unassigned","0","384","112406","1282944","2880739","6","0.00","64.00","18734","213824","480123"
"PocketSnoopy","Divided","Unassigned","0","29","24476","785714","1552186","1","0.00","29.00","24476","785714","1552186"
"Ironnic","JustCrits","Unassigned","0","456","229816","1909849","4241698","5","0.00","91.20","45963","381970","848340"
"Stereo","Orca","Unassigned","0","104","27600","387571","635493","1","0.00","104.00","27600","387571","635493"
"Thaurii","Orca","Unassigned","0","56","30116","882239","1207977","1","0.00","56.00","30116","882239","1207977"
"Desthymia","Orca","Unassigned","0","81","47157","844930","2110569","1","0.00","81.00","47157","844930","2110569"
"IceWhiteTea","Orca","Unassigned","0","88","4837","136921","847643","1","0.00","88.00","4837","136921","847643"
"Lile","Orca","Unassigned","0","77","57845","788011","1400743","1","0.00","77.00","57845","788011","1400743"
"T1NAROSE","Orca","Unassigned","0","75","33454","703195","1297829","1","0.00","75.00","33454","703195","1297829"
"XRyomichioX","NIGHTSHIFT","Unassigned","0","108","8090","1689972","4031408","3","0.00","36.00","2697","563324","1343803"
"Mooooplyk","Royal Legion","Unassigned","0","49","166947","1895303","279660","2","0.00","24.50","83474","947652","139830"
"Jurkooos","Royal Legion","Unassigned","0","13","191011","1105966","141472","1","0.00","13.00","191011","1105966","141472"
"ikosikki","SOVEREIGN","Unassigned","0","43","80968","640373","67434","2","0.00","21.50","40484","320187","33717"
"XPanik","Mythros","Unassigned","0","125","23106","6089386","8275151","5","0.00","25.00","4621","1217877","1655030"
"Mirildas","Divided","Unassigned","0","383","169244","3682863","13099062","5","0.00","76.60","33849","736573","2619812"
"Airetale","Omen","Unassigned","0","444","25954","6307746","11226931","8","0.00","55.50","3244","788468","1403366"
"amon","Omen","Unassigned","0","601","121580","3137272","5982896","8","0.00","75.13","15198","392159","747862"
"Mariposa","Omen","Unassigned","0","383","42443","5289316","10131856","8","0.00","47.88","5305","661165","1266482"
"Ariz","Omen","Unassigned","0","83","283994","1718385","250209","3","0.00","27.67","94665","572795","83403"
"sad","NIGHTSHIFT","Unassigned","0","181","142607","985611","3885478","3","0.00","60.33","47536","328537","1295159"
"SuleniXCII","INFISM","Unassigned","0","14","31768","849746","34690","1","0.00","14.00","31768","849746","34690"
"Sinthal","Royal Legion","Unassigned","0","16","20315","1647968","1980738","1","0.00","16.00","20315","1647968","1980738"
"Nava","Royal Legion","Unassigned","0","7","3803","844656","1070754","1","0.00","7.00","3803","844656","1070754"
"Annabanana","JustCrits","Unassigned","0","50","35821","476047","557142","1","0.00","50.00","35821","476047","557142"
"JohannLiberty","JustCrits","Unassigned","0","21","52657","193124","12997","1","0.00","21.00","52657","193124","12997"
"WuuLzz","Mythros","Unassigned","0","33","128003","6354253","11264187","4","0.00","8.25","32001","1588563","2816047"
"xzjo","Royal Legion","Unassigned","0","30","400","1490110","1902141","1","0.00","30.00","400","1490110","1902141"
"Chwette","Omen","Unassigned","0","51","183637","192888","43973","1","0.00","51.00","183637","192888","43973"
"R1kishi","AVENGERS","Unassigned","0","49","1917","1673742","2161395","2","0.00","24.50","959","836871","1080698"
"DavDavUshov","AVENGERS","Unassigned","0","162","3730","1041246","1523297","2","0.00","81.00","1865","520623","761649"
"Djez","Mythros","Unassigned","0","17","740","1199165","1130677","1","0.00","17.00","740","1199165","1130677"
"Sverena","INFISM","Unassigned","0","54","16375","1220787","2934886","2","0.00","27.00","8188","610394","1467443"
"Voidless","INFISM","Unassigned","0","105","23693","1653464","3868542","2","0.00","52.50","11847","826732","1934271"
"D4rkstone","INFISM","Unassigned","0","8","107406","1688269","231597","2","0.00","4.00","53703","844135","115799"
"ANTONI0DEMON","Lunarch","Unassigned","0","87","42171","1217719","1540641","2","0.00","43.50","21086","608860","770321"
"N 4 s","Lunarch","Unassigned","0","39","7800","389996","1194792","1","0.00","39.00","7800","389996","1194792"
"Azarian38","Divided","Unassigned","0","40","5216","288305","3284110","2","0.00","20.00","2608","144153","1642055"
"EldoRriiNn","Divided","Unassigned","0","32","65255","1307732","3113757","2","0.00","16.00","32628","653866","1556879"
"Skarty76","Divided","Unassigned","0","23","212894","2505598","496087","2","0.00","11.50","106447","1252799","248044"
"McBlastyFace","Nova","Unassigned","0","139","18361","291781","593247","2","0.00","69.50","9181","145891","296624"
"Sari","NIGHTSHIFT","Unassigned","0","62","63360","980363","1125262","2","0.00","31.00","31680","490182","562631"
"Stqq","JustCrits","Unassigned","0","165","18191","752299","879716","2","0.00","82.50","9096","376150","439858"
"iLuckyStar","JustCrits","Unassigned","0","69","14015","308392","514695","2","0.00","34.50","7008","154196","257348"
"SwordDemon","JustCrits","Unassigned","0","59","79865","483607","145147","2","0.00","29.50","39933","241804","72574"
"TheEndx7x","SOVEREIGN","Unassigned","0","76","82520","1659748","3100269","2","0.00","38.00","41260","829874","1550135"
"AaronDLV","SOVEREIGN","Unassigned","0","71","3332","1897943","1731155","2","0.00","35.50","1666","948972","865578"
"RadoslawRumian","SOVEREIGN","Unassigned","0","41","95503","872386","155227","2","0.00","20.50","47752","436193","77614"
"Insanity","SOVEREIGN","Unassigned","0","7","58806","3129893","4635678","2","0.00","3.50","29403","1564947","2317839"
"Mora","Omen","Unassigned","0","245","45169","1060049","4475412","2","0.00","122.50","22585","530025","2237706"
"Antoniodimonio","Lunarch","Unassigned","0","119","52855","1503956","2076116","2","0.00","59.50","26428","751978","1038058"
"Zedd","Omen","Unassigned","0","13","38626","1048309","82815","1","0.00","13.00","38626","1048309","82815"
